temperature,pH V,solution volume
29.221057207225474,-0.06818958098086489,0
29.2549259814725,-0.06743955809198278,0
29.32266455584071,-0.0676114383373516,0
29.390404498110097,-0.0675958128604999,0
29.390404498110097,-0.06758018738364818,0
29.45814580836402,-0.06758018738364818,0
29.492016976510666,-0.06751768547624133,0
29.525888486684707,-0.06753331095309305,0
29.525888486684707,-0.06758018738364818,0
29.593632533155517,-0.0674551835688345,0
28.44216975520596,0.03142283394878994,1.0
28.476030667354266,0.031469710379345074,1.0
28.476030667354266,0.03140720847193824,1.0
28.44216975520596,0.03139158299508652,1.0
28.476030667354266,0.03131345561082797,1.0
28.44216975520596,0.03131345561082797,1.0
28.509891921219065,0.031219702749717703,1.0
28.476030667354266,0.030625934629352702,1.0
28.543753516810497,0.031250953703421125,1.0
28.543753516810497,0.03129783013397626,1.0
29.017851742210993,0.08537760551774652,2.0
29.051718464947374,0.08528385265663625,2.0
29.153320684554146,0.08523697622608112,2.0
29.221057207225474,0.08508072145756401,2.0
29.221057207225474,0.0856588641010773,2.0
29.288795097674072,0.08525260170293283,2.0
29.32266455584071,0.08511197241126743,2.0
29.390404498110097,0.08508072145756401,2.0
29.424274982233875,0.08517447431867428,2.0
29.492016976510666,0.08500259407330546,2.0
30.23726922696253,0.20311557359538562,3.0
30.27114826435593,0.2025374309518723,3.0
30.27114826435593,0.20256868190557573,3.0
30.305027644014782,0.20258430738242744,3.0
30.33890736594959,0.20261555833613087,3.0
30.372787430170877,0.20255305642872404,3.0
30.372787430170877,0.20256868190557573,3.0
30.440548585514176,0.20244367809076205,3.0
30.440548585514176,0.20044361705374308,3.0
30.474429676656467,0.20306869716483048,3.0
30.474429676656467,0.20274056215094455,3.0
30.440548585514176,0.20274056215094455,3.0
30.508311110126908,0.20264680928983428,3.0
30.508311110126908,0.20270931119724114,3.0
30.406667836689152,0.20274056215094455,3.0
30.440548585514176,0.2026780602435377,3.0
30.406667836689152,0.20275618762779626,3.0
30.474429676656467,0.20263118381298256,3.0
30.508311110126908,0.20256868190557573,3.0
30.474429676656467,0.20397497482222968,3.0
30.10175649983725,0.20292806787316509,6.0
30.10175649983725,0.20306869716483048,6.0
30.03400218959827,0.2030843226416822,6.0
30.03400218959827,0.20311557359538562,6.0
30.10175649983725,0.20299056978057192,6.0
30.03400218959827,0.2030999481185339,6.0
30.03400218959827,0.20302182073427535,6.0
30.067879173616014,0.20294369335001677,6.0
30.03400218959827,0.20311557359538562,6.0
30.03400218959827,0.20306869716483048,6.0
30.067879173616014,0.20330307931760613,6.05
30.000125547773877,0.20311557359538562,6.05
30.03400218959827,0.2030999481185339,6.05
30.000125547773877,0.20303744621112704,6.05
30.03400218959827,0.20302182073427535,6.05
30.000125547773877,0.2029749443037202,6.05
29.932373290661605,0.2030843226416822,6.05
29.96624924813158,0.20302182073427535,6.05
29.898497675353823,0.20306869716483048,6.05
30.000125547773877,0.2030999481185339,6.05
29.96624924813158,0.20416248054445021,6.1
29.96624924813158,0.2042718588824122,6.1
29.898497675353823,0.20424060792870877,6.1
29.898497675353823,0.20424060792870877,6.1
29.96624924813158,0.20422498245185705,6.1
29.96624924813158,0.20430310983611563,6.1
30.000125547773877,0.20424060792870877,6.1
29.96624924813158,0.2042874843592639,6.1
29.96624924813158,0.20494375438703574,6.1
30.03400218959827,0.20497500534073917,6.1
30.067879173616014,0.208115726187933,6.1499999999999995
30.067879173616014,0.20686568803979616,6.1499999999999995
30.067879173616014,0.206928189947203,6.1499999999999995
30.10175649983725,0.20720944853053377,6.1499999999999995
30.10175649983725,0.20702194280831326,6.1499999999999995
30.135634168272123,0.20702194280831326,6.1499999999999995
30.10175649983725,0.20705319376201664,6.1499999999999995
30.135634168272123,0.20708444471572007,6.1499999999999995
30.135634168272123,0.20713132114627522,6.1499999999999995
30.135634168272123,0.206928189947203,6.1499999999999995
30.169512178930763,0.20831885738700523,6.199999999999999
30.10175649983725,0.20845948667867062,6.199999999999999
30.135634168272123,0.2084126102481155,6.199999999999999
30.135634168272123,0.20855323953978086,6.199999999999999
30.169512178930763,0.20855323953978086,6.199999999999999
30.135634168272123,0.20855323953978086,6.199999999999999
30.135634168272123,0.20855323953978086,6.199999999999999
30.067879173616014,0.20850636310922574,6.199999999999999
30.135634168272123,0.20881887264625998,6.199999999999999
30.067879173616014,0.20855323953978086,6.199999999999999
30.067879173616014,0.21017828913235878,6.249999999999999
30.10175649983725,0.21030329294717245,6.249999999999999
30.067879173616014,0.21030329294717245,6.249999999999999
30.067879173616014,0.21030329294717245,6.249999999999999
30.10175649983725,0.21031891842402417,6.249999999999999
30.03400218959827,0.21030329294717245,6.249999999999999
30.067879173616014,0.2101626636555071,6.249999999999999
30.03400218959827,0.21027204199346905,6.249999999999999
30.000125547773877,0.2103345439008759,6.249999999999999
30.000125547773877,0.21030329294717245,6.249999999999999
29.96624924813158,0.21147520371105077,6.299999999999999
29.96624924813158,0.2115220801416059,6.299999999999999
29.932373290661605,0.21191271706289866,6.299999999999999
29.898497675353823,0.2119908444471572,6.299999999999999
29.898497675353823,0.2118502151554918,6.299999999999999
29.932373290661605,0.21188146610919523,6.299999999999999
30.03400218959827,0.21191271706289866,6.299999999999999
29.932373290661605,0.2119752189703055,6.299999999999999
29.96624924813158,0.2119752189703055,6.299999999999999
30.000125547773877,0.21189709158604694,6.299999999999999
29.932373290661605,0.21336588641010776,6.349999999999999
30.000125547773877,0.21338151188695945,6.349999999999999
30.000125547773877,0.21338151188695945,6.349999999999999
30.000125547773877,0.2136002685628834,6.349999999999999
30.03400218959827,0.213459639271218,6.349999999999999
30.03400218959827,0.213459639271218,6.349999999999999
30.067879173616014,0.2134283883175146,6.349999999999999
30.03400218959827,0.2136002685628834,6.349999999999999
30.067879173616014,0.21350651570177312,6.349999999999999
30.10175649983725,0.213459639271218,6.349999999999999
30.067879173616014,0.21455342265083774,6.399999999999999
30.03400218959827,0.2149596850489822,6.399999999999999
30.03400218959827,0.21497531052583393,6.399999999999999
30.000125547773877,0.2149596850489822,6.399999999999999
30.067879173616014,0.21497531052583393,6.399999999999999
30.067879173616014,0.21497531052583393,6.399999999999999
30.067879173616014,0.21497531052583393,6.399999999999999
30.10175649983725,0.2149284340952788,6.399999999999999
30.067879173616014,0.215240943632313,6.399999999999999
30.03400218959827,0.21491280861842707,6.399999999999999
30.067879173616014,0.21631910153508102,6.449999999999998
